publicID,timestamp,probNum,energy,score
0018,20180721160757,LA001,2039502,4000
0062,20180721160848,LA001,2236256,3997
0111,20180721155216,LA001,3358758,3984
0012,20180721083346,LA001,4417372,3971
0024,20180721160249,LA001,4664852,3968
0077,20180721155854,LA001,4791304,3966
0079,20180721155959,LA001,5603504,3957
0094,20180721154729,LA001,7544558,3933
0013,20180721151800,LA001,8190196,3926
0048,20180721160006,LA001,8287802,3924
0007,20180721155617,LA001,8832696,3918
0036,20180721155455,LA001,10972732,3892
0155,20180721155945,LA001,11438120,3887
0006,20180721154018,LA001,13013012,3868
0107,20180721155427,LA001,15692452,3836
0156,20180721151311,LA001,15678000,3836
0028,20180721144708,LA001,16318012,3828
0022,20180721155055,LA001,17134036,3818
0165,20180721155103,LA001,17278324,3816
0140,20180721155130,LA001,17709564,3811
0033,20180721155112,LA001,18022204,3808
0029,20180721054720,LA001,18695188,3799
0148,20180721152958,LA001,18911040,3797
0030,20180721144658,LA001,20020258,3784
0019,20180721083313,LA001,20592488,3777
0059,20180721155751,LA001,20616172,3776
0147,20180721143015,LA001,20713356,3775
0046,20180721074027,LA001,21458412,3766
0130,20180721154838,LA001,21482536,3766
0100,20180721124922,LA001,21769236,3763
0145,20180721144442,LA001,23135276,3746
0017,20180721153911,LA001,23523988,3741
0085,20180721155402,LA001,23931752,3737
0038,20180721160908,LA001,23979832,3736
0135,20180721150128,LA001,24964068,3724
0128,20180721155649,LA001,25230808,3721
0042,20180721154210,LA001,25533456,3717
0099,20180721160723,LA001,25733056,3715
0097,20180721123851,LA001,25852900,3714
0050,20180721154705,LA001,26265916,3709
0027,20180721144926,LA001,26669832,3704
0066,20180721155525,LA001,27031180,3699
0157,20180721153153,LA001,27310656,3696
0122,20180721064302,LA001,27429928,3695
0090,20180721160127,LA001,28123388,3686
0133,20180721154248,LA001,28639070,3680
0161,20180721155451,LA001,28704624,3679
0127,20180721155912,LA001,31964296,3640
0131,20180721154735,LA001,32262208,3637
0020,20180721125841,LA001,33318404,3624
0137,20180721151220,LA001,33992572,3616
0011,20180721122614,LA001,36052820,3591
0071,20180721160436,LA001,36269972,3588
0053,20180721160134,LA001,40547900,3537
0072,20180721141201,LA001,46538706,3465
0067,20180721155938,LA001,51259954,3408
0081,20180721155243,LA001,52414180,3395
0098,20180721155035,LA001,57204136,3337
0160,20180721155355,LA001,80883528,3053
0080,20180721152124,LA001,99072072,2834
0070,20180721153414,LA001,113680334,2659
0113,20180721141046,LA001,135203420,2400
0117,20180721133618,LA001,152157064,2197
0023,20180721155606,LA001,172149880,1957
0044,20180721154521,LA001,189311104,1751
0031,20180721155924,LA001,191041256,1730
0052,20180721155628,LA001,196247828,1667
0123,20180721154225,LA001,219435968,1389
0116,20180721105353,LA001,220852068,1372
0074,20180721155611,LA001,221500068,1364
0015,20180721140739,LA001,223060344,1345
0039,20180721155621,LA001,225705196,1314
0088,20180721154315,LA001,237966680,1166
0083,20180721153439,LA001,247996104,1046
0093,20180721070514,LA001,248716192,1037
0063,20180721113125,LA001,249988268,1022
0008,20180721101744,LA001,250636272,1014
0152,20180721135040,LA001,250636212,1014
0004,20180721160601,LA001,251932400,999
0108,20180721153021,LA001,258797844,916
0115,20180721115929,LA001,269958972,782
